,text,label,Stocks,Earnings Report,Company/Stock Evaluation,Market Info
34,Anchiano Therapeutics downgraded to peer perform from outperform at Oppenheimer,0,0.26452096233966604,0.03972475256851703,0.11036738723898963,0.5853868978528273
35,Arch Coal stock price target cut to $97 from $100 at B. Riley FBR,0,0.9649918929254756,0.0,0.03500810707452443,0.0
36,AT&T downgraded by MoffettNathanson to sell on concern wireless can't carry the whole company,0,0.07564967252615228,0.09227361380536907,0.05744681558869715,0.7746298980797816
37,AT&T shares sink after MoffettNathanson downgrade,0,0.007156689267537405,0.011691389115936734,0.21661029809415377,0.764541623522372
38,"AT&T stock falls after MoffettNathanson downgrades, saying dividend looks less compelling",0,0.70720082769233,0.0,0.0,0.29279917230766994
39,Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus,0,0.9636241717706591,0.0,0.036375828229340886,0.0
40,Autodesk downgraded to underweight from neutral at JPMorgan,0,0.2666302537579036,0.02909398585673663,0.10227383441717224,0.6020019259681875
41,BAML warns of profit pressure for Hormel,0,0.021056887318995347,0.024384383019395443,0.3939699074869715,0.5605888221746377
42,Barclays cools on Molson Coors,0,0.0,0.4100175701628726,0.00014683568905314378,0.5898355941480744
43,Becton Dickinson downgraded to outperform from strong buy at Raymond James,0,0.5744842158466656,0.03727952806433187,0.09946163623450205,0.2887746198545005
44,Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,0,0.15770098728267223,0.07338874761317234,0.20029286064861654,0.5686174044555389
45,Berry Petroleum downgraded to market perform from outperform at BMO Capital,0,0.0,0.0,0.0,1.0
46,Berry Petroleum downgraded to underweight from sector weight at KeyBanc Capital,0,0.13668298100381124,0.08821382891526248,0.10456958615984721,0.6705336039210791
47,Bluebird bio downgraded to in line from outperform at Evercore ISI,0,0.3908556557863712,0.012177063579626423,0.09200440274536963,0.5049628778886328
48,Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,0,0.9647575553086307,0.0,0.03524244469136936,0.0
49,Canada Goose downgraded to buy from strong buy at CFRA,0,0.6745429870644044,0.006459658482209479,0.0968817692867422,0.2221155851666438
50,Canada Goose stock price target cut to $50 from $65 at CFRA,0,0.9561397158607243,0.0,0.04386028413927564,0.0
51,Children's Place downgraded as e-commerce puts margins at risk,0,0.007071764035720715,0.031864173546168946,0.04182635578935631,0.919237706628754
52,Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,0,0.6558767734737909,0.0,0.13984640429597267,0.20427682223023644
53,Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,0,0.06148804580894936,0.1307819930218012,0.2989051882051965,0.5088247729640529
54,Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0,0.9650439064191478,0.0,0.03495609358085213,0.0
55,Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,0,0.9623217416389305,0.0,0.03767825836106951,0.0
56,"Dell, HPE targets trimmed on compute headwinds",0,0.8243330729049778,0.013603178908087024,0.16206374818693514,0.0
57,Dish may not be key winner amid Intelsat woes - analyst,0,0.05622436087585374,0.24725438432513364,0.357329112405767,0.3391921423932456
58,Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,0,0.0,0.06852014865266699,0.11070281889760317,0.8207770324497298
59,Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0,0.19873323489596176,0.0,0.0891886410664134,0.7120781240376248
60,Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt,0,0.21539982854220074,0.06554030120360277,0.07206493780177327,0.6469949324524232
61,Dropbox on watch after stinging Spruce Point report,0,0.007909441585031327,0.5563287609428236,0.06809836149700144,0.36766343597514356
62,"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",0,0.022074016363989698,0.6001024294751787,0.06867959824612589,0.30914395591470567
63,Evercore downgrades bluebird bio and Clovis in premarket analyst action,0,0.18382861001616602,0.21001140281076697,0.34375616246786705,0.2624038247052001
64,"Fannie Mae, Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act https://t.co/NhiYwphBQd",0,0.0561219203385387,0.18669053771685368,0.26981905599276407,0.4873684859518437
65,Forescout downgraded to neutral from buy at Monness Crespi Hardt,0,0.7697613694521344,0.0,0.10312154571030561,0.1271170848375599
66,FormFactor cut on 'unsustainable' revenue outlook,0,0.018442104435067143,0.0,0.8847603574842046,0.09679753808072834
67,Funko downgraded to hold from buy at Stifel Nicolaus,0,0.6088975209758564,0.03635244977252722,0.0841895137285839,0.2705605155230327
68,Funko stock price target cut to $10 from $25 at Stifel Nicolaus,0,0.9645126997709669,0.0,0.035487300229033125,0.0
69,GM stock price target cut to $30 from $32 at Deutsche Bank,0,0.9411011703971646,0.0,0.03289473734973558,0.026004092253099926
70,Grubhub gains a bear on margin view,0,0.32449133169844807,0.011910415182543085,0.026402200173115394,0.6371960529458933
71,H&P downgraded at Argus as drilling industry weakness seen persisting,0,0.0885391699018067,0.0007060501110928801,0.13005256715753397,0.7807022128295665
72,Hanesbrands stock price target cut to $13 vs. $16 at BofA Merrill Lynch,0,0.9616624594158953,0.0,0.03833754058410465,0.0
73,Helmerich & Payne started at sell with $34 stock price target at Deutsche Bank,0,0.9638876066427168,0.0,0.02885581284323261,0.00725658051405061
74,Hexo stock price target cut to C$5 from C$6 at MKM Partners,0,0.9592060766592175,0.0,0.04079392334078247,0.0
75,Home Depot stock price target cut to $237 from $240 at Instinet,0,0.9566176880608688,0.0,0.043382311939131175,0.0
76,Intelsat downgraded to underweight from neutral at J.P. Morgan,0,0.42485709687940065,0.016456321213554146,0.07850409828601485,0.48018248362103033
77,Intelsat lower after Morgan Stanley target cut,0,0.4893791786864931,0.0,0.09887057295711814,0.4117502483563888
78,Jefferies warns on L Brands,0,0.051946740301387774,0.10522978666119058,0.39717555746213284,0.44564791557528877
79,Kohl's stock price target cut to $48 from $52 at Deutsche Bank,0,0.9380627377847283,0.0,0.03779057286379028,0.02414668935148142
80,Kohl's stock price target cut to $50 from $53 at Wedbush,0,0.9600935856644487,0.0,0.039906414335551414,0.0
81,L Brands stock price target cut to $16 from $20 at Wedbush,0,0.9517434720991476,0.0,0.048256527900852345,0.0
82,Lovesac stock price target cut to $28 vs. $33 at Canaccord,0,0.9626252488449347,0.0,0.03737475115506521,0.0
83,Lyft stock price target cut to $58 from $70 at Deutsche Bank,0,0.9419772507325723,0.0,0.033803789126123134,0.02421896014130454
84,Macerich downgraded to underweight from sector weight at KeyBanc Capital,0,0.14206301183743958,0.08228740153307632,0.13806130488479634,0.6375882817446878
85,Marinus Pharma stock price target cut to $6 from $7 at Leerink,0,0.9647909366911402,0.0,0.035209063308859846,0.0
86,Methanex downgraded at TD Securities on valuation,0,0.27864046901076517,0.028006170058724227,0.055413239330482984,0.6379401216000277
87,Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,0,0.014232344448746072,0.29525729368368997,0.5189620141103691,0.1715483477571948
88,Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital,0,0.15486250359702025,0.09301344449114982,0.12105531987798065,0.6310687320338493
89,Mitek Systems stock price target cut to $11 from $14 at Benchmark,0,0.9619325742467694,0.0,0.03806742575323062,0.0
90,Napco Security stock price target cut to $30 from $35 at Imperial Capital,0,0.9448341052201475,0.0,0.04153911433330778,0.013626780446544738
91,Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,0,0.2396778172953234,0.023004905148137095,0.05874147181827751,0.678575805738262
92,Netflix downgraded to ‘underperform’ at Needham,0,0.2263730633429673,0.0,0.041807636818443565,0.7318192998385892
93,Netflix stock falls after Wells Fargo turns bearish,0,1.0,0.0,0.0,0.0
94,New Netflix bear steps out,0,0.0,0.0,0.020791590536256538,0.9792084094637434
95,"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",0,0.5807058784073847,0.0,0.0,0.41929412159261514
96,Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0,0.17695513961376863,0.06567316897730904,0.04736996871451276,0.7100017226944096
97,Novo Nordisk downgraded by UBS on concerns over drug launch cost,0,0.14395736265030917,0.05802589342207561,0.08621039063447922,0.711806353293136
98,Oppenheimer cuts estimates on Yum China,0,0.06427074559710584,0.0012890269541013515,0.16515386439298352,0.7692863630558093
99,Orbcomm price target lowered to $9 at Canaccord,0,0.8035196477503519,0.0,0.17524595010839608,0.021234402141251944
100,O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,0,0.9642199497016286,0.0,0.03578005029837144,0.0
101,Patterson-UTI Energy started at sell with $7 stock price target at Deutsche Bank,0,0.9311988510900167,0.003501761329745817,0.03085195233729948,0.03444743524293793
102,PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,0,0.024033362144212717,0.05346693429214415,0.055462031316888157,0.8670376722467549
103,Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0,0.42152849046931334,0.0,0.09030166088492447,0.48816984864576224
104,"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",0,0.0,0.0035932420824365667,0.14691768099256444,0.849489076924999
105,Royal Caribbean downgraded to sell from buy at CFRA,0,0.6548787303247603,0.0,0.04989783559622289,0.2952234340790167
106,Royal Caribbean stock price target cut to $100 from $135 at CFRA,0,0.9649291977496847,0.0,0.03507080225031526,0.0
107,Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,0,0.9148621622926126,0.0,0.0,0.08513783770738736
108,Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,0.0029106329876876238,0.5128153523829384,0.43918154936482556,0.04509246526454839
109,Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0,0.472057203916334,0.0,0.05189522547619061,0.47604757060747527
110,Sirius downgraded on valuation,0,0.19986222562382433,0.011988848649300885,0.08476155587949923,0.7033873698473756
111,Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth https://t.co/jMJ3N4A06T,0,0.0011322059425073316,0.0,0.8937582644322956,0.10510952962519712
112,SunTrust latest to trim Nielsen target,0,0.7677696366076452,0.023452340433204582,0.15927937637994208,0.04949864657920817
113,Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0,0.5345588861263323,0.023575789292376758,0.21480387887870805,0.227061445702583
114,Take-Two downgraded on murky game slate,0,0.139130898460753,0.006279972827872309,0.12711295416598611,0.7274761745453886
115,Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,0,0.9591452734605187,0.0,0.04085472653948135,0.0
116,Target Hospitality downgraded to perform from outperform at Oppenheimer,0,0.7648293711247266,0.0,0.14708961338303556,0.0880810154922379
117,Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0,0.15076903411608358,0.06809298392328715,0.212249699581132,0.5688882823794973
118,"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",0,0.1777140401538842,0.5913858833556606,0.0995751154318304,0.1313249610586249
119,Transocean started at sell with $3 stock price target at Deutsche Bank,0,0.9686765625708352,0.0,0.029126081825548537,0.002197355603616214
120,Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,0.592067769606009,0.032312700656967605,0.07880243204935375,0.29681709768766973
121,Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0,0.29736737484973963,0.04945205893995663,0.09640209952887475,0.5567784666814289
122,Wells Fargo Downgrades Netflix On Spending Concerns,0,0.1911154069316911,0.0,0.03674058087662861,0.7721440121916803
123,"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0,0.1487543307852296,0.0,0.053017541216636925,0.7982281279981334
124,Welltower stock price target cut to $90 from $95 at J.P. Morgan,0,0.964966505513776,0.0,0.03503349448622402,0.0
125,WWE stock price target cut to $57 from $79 at Benchmark,0,0.9646054193813935,0.0,0.03539458061860647,0.0
126,$ALTG: Dougherty & Company starts at Buy,1,0.49914982940888664,0.07134112537800244,0.07081967282627356,0.35868937238683735
127,$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,1,0.29420320636364977,0.04675777040106518,0.02834358864956343,0.6306954345857215
128,$ANCUF: BMO Capital Markets ups to Outperform,1,0.0,0.0,0.0,1.0
129,$BHE: Lake Street starts at Buy,1,0.6436257914242444,0.0,0.033563421214899095,0.3228107873608565
130,$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,1,0.8161868566388735,0.0,0.1838131433611266,0.0
131,$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1,0.16943206393248328,0.0045544231898043686,0.04663549701174409,0.7793780158659683
132,$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1,0.060388912385470714,0.0,0.11684826249491682,0.8227628251196125
133,$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,1,0.047633800830319345,0.0,0.12584932569524848,0.8265168734744323
134,$FLXN: BTIG Research starts at Buy https://t.co/MCyfTsXc2N,1,0.7619459544728171,0.0,0.04531055614610754,0.19274348938107538
135,"$FNV - Franco-Nevada will not need more funding despite suspensions, analyst says https://t.co/pyARTEahWH",1,0.0,0.02258285014624976,0.0619352934397914,0.9154818564139588
136,$GBT: Cantor Fitzgerald resumes at Overweight,1,0.36349701643307303,0.08334552500414516,0.10066528050981614,0.45249217805296565
137,$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,1,0.04164316009617996,0.0,0.07468029280132257,0.8836765471024975
138,$GOOS: Barclays starts at Overweight,1,0.6702121788042215,0.019634408462906417,0.028622931796035946,0.28153048093683625
139,$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,1,0.40940345721465593,0.0,0.033820237515486865,0.5567763052698572
140,"$JD - New https://t.co/BDnqOJSFq5 bull praises acceleration, margin profile https://t.co/Swtzl0mjnF",1,0.0,0.0,0.031424179953854124,0.9685758200461458
141,$JD: Barclays ups to Overweight,1,0.40559602765291697,0.18587711385064798,0.14609068509290957,0.26243617340352543
142,$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1,0.24524018001787098,0.05176925363685137,0.0,0.7029905663452776
143,$KIM: Compass Point ups to Neutral,1,0.10535081843377925,0.0,0.054446738028277236,0.8402024435379435
144,$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,1,0.12628479983197471,0.011204821835714914,0.028079721047240453,0.8344306572850699
145,$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,1,0.7546205791802668,0.0,0.16672897970404832,0.07865044111568491
146,$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1,0.6297752363474456,0.030318664797508207,0.024308825303336546,0.31559727355170974
147,"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1,0.0,0.0,0.11388973343742277,0.8861102665625772
148,$NBY Rated buy https://t.co/xWbLXU1yOY,1,0.8601180782571323,0.0,0.06578874388731887,0.07409317785554889
149,$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,1,0.12221704239242667,0.0641533976276683,0.16470315461597188,0.6489264053639332
150,$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,1,0.22185804488664781,0.001512285508222732,0.06708488791850734,0.709544781686622
151,$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,1,0.05953056312444531,0.0,0.12170758801630423,0.8187618488592505
152,$OYST: Cowen starts at Outperform,1,0.6086711870710698,0.0012881392239215582,0.0032883484841389914,0.3867523252208698
153,$RAPT: BMO Capital Markets starts at Outperform,1,0.0012115796737958958,0.0,0.0,0.9987884203262041
154,$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,1,0.4396283260982783,0.03179577802702864,0.23357623218245224,0.29499966369224084
155,$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1,0.6998893065433152,0.0,0.08076755317966536,0.21934314027701957
156,$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1,0.0641635634251224,0.04052043088327201,0.243809939521977,0.6515060661696286
157,$STXS: Lake Street starts at Buy,1,0.6436429742161809,0.0,0.03356547372922348,0.3227915520545956
158,$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1,0.0,0.0,0.1287456727576919,0.8712543272423081
159,"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1,0.6598788967897845,0.046833625040486,0.19297859689860106,0.10030888127112852
160,$WABC: Maxim Group ups to Buy,1,0.5127894142463476,0.15965190578673066,0.17950721625876082,0.14805146370816086
161,$WRI: Compass Point ups to Buy,1,0.5922821787789336,0.0,0.05887049859250554,0.34884732262856083
162,$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1,0.0,0.0,0.1302641798473139,0.8697358201526861
163,"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n",1,0.0635460044531935,0.0948529422812355,0.028920239948679392,0.8126808133168916
164,Adobe stock price target raised to $315 vs. $290 at Wedbush,1,0.9596749022734351,0.0,0.04032509772656496,0.0
165,Adobe stock price target raised to $318 vs. $310 at Instinet,1,0.959692751594805,0.0,0.040307248405194965,0.0
166,Aegis Capital positive on Netflix usage trend,1,0.0691975887696847,0.10730418017564308,0.103159033043508,0.7203391980111643
167,"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",1,0.7188726794684247,0.0,0.0,0.28112732053157524
168,Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,1,0.9637777140847377,0.0,0.03622228591526241,0.0
169,Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,1,0.9488713457490061,0.0,0.05112865425099379,0.0
170,Allergan upgraded to buy from neutral at UBS,1,0.7728281525455208,0.004624019253169819,0.0806084582370012,0.14193936996430795
171,Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1,0.9602921185094675,0.0,0.03970788149053256,0.0
172,Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,0.8313706045229255,0.0,0.16862939547707453,0.0
173,"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",1,0.09773407166218138,0.024533091899499263,0.6073421955569621,0.2703906408813573
174,Analyst: AT&T Is The Top Telecom Pick For 2020,1,0.16381777382030432,0.20247529956739274,0.31573803475928425,0.31796889185301874
175,Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,0.09295972533667722,0.27176173307598556,0.30550118902307866,0.32977735256425855
176,Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,0.13742479216597964,0.09536255438168575,0.14539360974000776,0.621819043712327
177,Ansys stock price target raised to $265 from $235 at Benchmark,1,0.9605393735056481,0.0,0.039460626494351864,0.0
178,Anthem stock price target raised to $330 from $300 at SunTrust RH,1,0.9602256097501684,0.0,0.039774390249831655,0.0
179,Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1,0.9371176320580409,0.0036365532991291154,0.05924581464282999,0.0
180,arGen-X stock price target raised to $255 vs. $203 at Instinet,1,0.9605190686342054,0.0,0.039480931365794544,0.0
181,Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,1,0.9321572929885015,0.015311487276639795,0.05253121973485857,0.0
182,Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,1,0.9579375664928464,0.0,0.042062433507153496,0.0
183,"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run https://t.co/8go8ZhMvdc",1,0.014153753368239874,0.8889475976048797,0.0,0.09689864902688033
184,Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,1,0.9570571163385556,0.0,0.0429428836614444,0.0
185,Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1,0.3283086148628998,0.04547418000971002,0.14339748545283237,0.4828197196745577
186,Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,1,0.9489926043598459,0.0,0.05100739564015415,0.0
187,Baird bullish on beat-up Canada Goose,1,0.21659314628339996,0.026306439004780746,0.23206414700133907,0.5250362677104802
188,Baird likes drug wholesalers in premarket analyst action,1,0.14043588984856517,0.22130974789571395,0.3410502212505402,0.29720414100518067
189,Baird returns to Wingstop bull camp,1,0.049098572190043266,0.0,0.02669897651761914,0.9242024512923377
190,Baker Hughes started at buy with $32 stock price target at Deutsche Bank,1,0.9677428465127217,0.0,0.032257153487278256,0.0
191,Bank of America stock price target raised to $49 from $48 at Oppenheimer,1,0.9613995942952663,0.0,0.038600405704733595,0.0
192,Barclays analysts says Uber and Lyft are well-positioned to achieve profitability https://t.co/emLga0CBm1,1,0.0,0.05285020120946774,0.07724422949435747,0.8699055692961748
193,"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",1,0.7598573263556105,0.0,0.17712428526048793,0.06301838838390153
194,Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,1,0.9104781846958446,0.0,0.06417429549694116,0.02534751980721411
195,Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,1,0.9597693321127424,0.0,0.04023066788725763,0.0
196,Benchmark says this roof supplier is a Buy,1,0.16218024799210298,0.0,0.0,0.8378197520078969
197,Bernstein turns bullish on VMware's valuation,1,0.22410144048155461,0.02299514672893152,0.0002906082498962772,0.7526128045396177
198,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,0.14316666664608618,0.08857579586935746,0.1088851692551342,0.6593723682294221
199,Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,0.9588979531301633,0.0,0.04110204686983663,0.0
200,Biogen stock price target raised to $392 from $320 at Instinet,1,0.9603820367268894,0.0,0.039617963273110554,0.0
201,Biogen stock price target raised to $410 from $350 at SVB Leerink,1,0.9603577941806382,0.0,0.039642205819361814,0.0
202,Boeing stock price target raised to $427 from $406 at CFRA,1,0.9607199827514226,0.0,0.039280017248577534,0.0
203,"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,0.05698849063918634,0.7759772733368371,0.0,0.16703423602397663
204,"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,0.024581298985854615,0.03539131266744987,0.6615363609306247,0.27849102741607074
